name,namelsad,geoid,zhvi_pct_change,unemp_change,tax_sales_change,tax_distribution_change,cases_per,ui_claims_per,zhvi_score,unemp_score,tax_sales_score,tax_distribution_score,cases_per_score,ui_claims_score
Mecklenburg,Mecklenburg County,37119,0.09526894776903838,3.4000000000000004,-0.031907391294286484,-0.037665169539854264,367,19.772098255358458,2.2138399319701243,1.4020277522866011,1.468447701809266,2.043365190226392,0.39358094051461967,1.67408628283164
Wake,Wake County,37183,0.052467030468394724,2.3,-0.005791600566705596,0.0017770429821240383,238,13.972469753229158,0.45791628038151005,0.15829345590332555,1.1015713533949782,1.2088591051535615,-0.9738292756552146,0.3619977662811621
Guilford,Guilford County,37081,0.09555110065923898,3.5999999999999996,-0.053031285078081435,-0.04646425763230643,285,19.196611037048637,2.225415089451676,1.628161260719923,1.7651975531360093,2.22953356382236,-0.47562555348480984,1.5438899831395707
Forsyth,Forsyth County,37067,0.09270960749890672,2.9,0.01972085054343205,0.06284906201975514,316,16.965710640977683,2.108844492601809,0.8366939812032937,0.7431707596691165,-0.08328370976048001,-0.147023098436245,1.0391785537475107
Cumberland,Cumberland County,37051,0.0809042133638436,3.7,0.027163723747582986,0.031776631177930746,264,19.999638669581397,1.624535095140048,1.741228014936585,0.6386127866277089,0.5741371334809623,-0.6982272165822248,1.7255642636097963
Durham,Durham County,37063,0.05756382498301236,2.6,-0.03438248478796683,-0.07309317622580183,334,15.26804739327214,0.6670092977022466,0.4974937185533099,1.5032179782453694,2.792939954698588,0.04377832707582488,0.6551049098121404
Buncombe,Buncombe County,37021,0.05719296222299862,3.5,-0.07092161974256074,1.1241617525575356e-4,198,11.089541564167655,0.6517948696375542,1.515094506503262,2.016522152956836,1.244078762238794,-1.3978324434598144,-0.29022624591521945
Gaston,Gaston County,37071,0.08325206034163174,3.3,0.07293567374430528,0.06725984366557053,425,18.04834129787381,1.7208541457482565,1.288960998069939,-0.004394581970330114,-0.1766056582011117,1.0083855338312893,1.284109285441339
New Hanover,New Hanover County,37129,0.05904419215418657,2.4999999999999996,-0.05893783976983172,-0.04341889405556131,279,12.326573934915332,0.7277404960418367,0.38442696433664797,1.8481732225163772,2.165100706901952,-0.5392260286554998,-0.010364187912136943
Union,Union County,37179,0.07430046851716778,1.8000000000000003,0.11605880444656574,0.08205545078284951,302,11.283933408030208,1.3536203208348296,-0.40704031517998074,-0.6101911626393955,-0.48964651930483616,-0.29542420716785495,-0.246247686607587
Cabarrus,Cabarrus County,37025,0.08977169750650414,2.5,-0.004478586497545508,-0.02783386737767136,294,14.519876097057304,1.98831845154475,0.38442696433664847,1.0831260452618685,1.8353575518628076,-0.3802248407287749,0.48584114303539633
Onslow,Onslow County,37133,0.037164535174368935,1.6000000000000005,0.029326805768701423,0.0555350572923095,240,9.091752960105614,-0.16985964905563397,-0.6331738236133032,0.6082256679106629,0.071463731141922393,-0.9526291172649846,-0.7421992446896802
Johnston,Johnston County,37101,0.06596325794200616,2,0.051561598729886075,0.06130697131296574,340,10.127006046910635,1.0115911277411633,-0.18090680674665832,0.2958698317639102,-0.05065663343120642,0.10737880224651485,-0.507987055681092
Pitt,Pitt County,37147,0.06398269507179553,2.2,0.03817353882762181,0.007569792331865059,412,18.36253749182509,0.9303396930721659,0.04522670168666458,0.48394617915580246,1.0862979131573753,0.8705845042947944,1.3551919794235454
Davidson,Davidson County,37057,0.0696131442154481,2.4,0.08278723013435485,0.06981798146923307,291,12.625710537822476,1.161325579778174,0.271360210119987,-0.14278989506961018,-0.23072994350639667,-0.4120250783141199,0.0573114746600919
Iredell,Iredell County,37097,0.08393473320989732,2.5,0.08096662456103251,0.0822408500258705,278,12.450369511664976,1.7488604013387588,0.38442696433664847,-0.1172139080504696,-0.4935691389191061,-0.5498261078506148,0.017642908506765486
Catawba,Catawba County,37035,0.07996065123372352,2.9000000000000004,0.0023921532414230406,0.022868226259206648,392,14.955751647748661,1.5858260099982882,0.8366939812032943,0.9866054408263462,0.7626183985424874,0.6585829203924946,0.5844521669134383
Alamance,Alamance County,37001,0.05784070592306361,2.6,0.009990525743159912,0.023242768695809213,390,15.394579513750498,0.6783681765088923,0.4974937185533099,0.8798630034095571,0.7546939459705461,0.6373827620022645,0.6837311127134956
Randolph,Randolph County,37151,0.07959199799818256,2.5000000000000004,0.05601981325569745,0.06307222805778201,348,11.024216902866577,1.5707022263842467,0.38442696433664897,0.23324054043826628,-0.08800538749626229,0.1921794358074348,-0.3050050783713372
Rowan,Rowan County,37159,0.06918463426238951,2.6999999999999997,0.05647628852747232,0.07047341302674885,368,11.353461552236668,1.1437462092973707,0.6105604727699708,0.2268279457518906,-0.24459736087784612,0.4041810197097347,-0.2305178722657083
Robeson,Robeson County,37155,0.04068578882018738,3.3000000000000007,0.020648186125206955,0.01608752395535868,539,23.223572788177634,-0.025402275417321304,1.2889609980699401,0.7301434883318212,0.9060823923657394,2.2167945620743987,2.4549363145217398
Orange,Orange County,37135,0.03185099735977532,1.5000000000000004,-0.00500365845817134,-0.1455297814518665,249,8.479200772362843,-0.3878444336324477,-0.7462405778299647,1.090502290751755,4.3255311552932705,-0.8572284045089497,-0.8807809988537756
Wayne,Wayne County,37191,0.06433289202162674,2.1000000000000005,0.03701953589091239,0.04338494974324334,444,12.749794358155514,0.9447063183474679,-0.06784005252999638,0.5001576884260229,0.32853193385329726,1.2097870385384741,0.08538378234133684
Harnett,Harnett County,37085,0.0846803648691678,2.3000000000000007,0.16803696656840209,0.10619672839754629,272,10.102714768987658,1.779449504548549,0.15829345590332655,-1.3403838079804309,-1.0004201748058057,-0.6134265830213047,-0.5134826329932203
Brunswick,Brunswick County,37019,0.046137946839745224,2.3,0.050214453621253825,0.0624792781985338,193,9.3883020652688,0.19826932208366713,0.15829345590332555,0.3147946149877705,-0.07545993849514498,-1.4508328394353893,-0.675108968935797
Henderson,Henderson County,37089,0.06960452642932607,2.3,0.030914348203107605,0.04394905166932591,253,9.364136413641365,1.1609720401371875,0.15829345590332555,0.5859237672191182,0.31659684046433245,-0.8148280877284897,-0.6805761249758218
Craven,Craven County,37049,0.05169944479318394,2.1999999999999997,-0.008998963649986336,0.024801645151572748,286,12.55311305562562,0.42642652649371016,0.04522670168666408,1.1466286012611173,0.7217117219767338,-0.4650254742896948,0.0408872635772611
Cleveland,Cleveland County,37045,0.027447203196347032,3,0.035917044916873,0.04616571602463286,409,18.63954960425694,-0.5685075164092405,0.9497607354199552,0.5156455542515104,0.2696973443461337,0.8387842667094494,1.4178622714144504
Nash,Nash County,37127,0.05375881709479084,3,0.016844625152479205,0.037882780052018186,446,19.35044626235333,0.5109110720438148,0.9497607354199552,0.7835761634210626,0.4449451316644526,1.2309871969287043,1.5786931489784064
Rockingham,Rockingham County,37157,0.061647504841966454,2.8,0.06375769144968219,0.05737934281787404,308,15.656842335926372,0.8345398781546722,0.7236272269866323,0.12453831786739997,0.03244291067355394,-0.23182373199716497,0.7430645747048534
Moore,Moore County,37125,0.05686404831177291,2,0.056368323878625934,0.05982845740190436,270,10.070166999550345,0.6383013685870988,-0.18090680674665832,0.22834464025062398,-0.019374695204287036,-0.6346267414115347,-0.5208461312763175
Caldwell,Caldwell County,37027,0.04614536355025236,2.8999999999999995,0.07497561208539558,0.0639857479648998,398,19.577153058853742,0.19857358829924315,0.8366939812032933,-0.033051770158743596,-0.1073333580278384,0.7221833955631844,1.6299825348766457
Wilson,Wilson County,37195,0.024212881572638643,2.4000000000000004,0.09919302804200711,0.08641557989116781,464,16.16750270482935,-0.7011936714714728,0.2713602101199875,-0.3732596247426109,-0.5818967770855652,1.421788622440774,0.8585946652354847
Lincoln,Lincoln County,37109,0.04217571290513349,2.0999999999999996,0.09872728289188067,0.07691621951084093,368,13.69089279355607,0.03572098972643585,-0.06784005252999738,-0.36671680619453617,-0.380912259869011,0.4041810197097347,0.2982947385481596
Surry,Surry County,37171,0.015094285734686155,1.7000000000000002,0.06553691729987701,0.06033348792734634,360,10.762978682089903,-1.0752787384714384,-0.5201070693966422,0.09954363592447839,-0.030059974241156872,0.3193803861488147,-0.3641067379757942
Wilkes,Wilkes County,37193,0.03694956174880596,1.5,0.12199186806958309,0.10016745185216396,363,9.918200408997956,-0.17867880824791094,-0.7462405778299651,-0.6935392312323728,-0.8728546138498938,0.3511806237341597,-0.5552265434509787
Rutherford,Rutherford County,37161,0.04716430909925112,2.9000000000000004,0.05016136815734276,0.05057634964339516,329,11.242710274755005,0.24037523416011602,0.8366939812032943,0.3155403630815857,0.1763785278159263,-0.009222068899750094,-0.25557387013240507
Carteret,Carteret County,37031,0.043227708453080674,1.2999999999999998,-0.03178160700945831,0.004590278360506501,229,6.979106210098665,0.07887849248574799,-0.972374086263288,1.4666806758904634,1.1493375445744194,-1.0692299884112495,-1.2201573654889848
Chatham,Chatham County,37037,0.06437370031176297,1.4999999999999996,0.16007794987318272,0.10170734010142217,304,6.619764726110817,0.9463804546093499,-0.7462405778299657,-1.2285750171776064,-0.9054350912666225,-0.27422404877762496,-1.3014535785977313
Sampson,Sampson County,37163,0.017989356779268856,1.2999999999999998,0.09258994456383113,0.07375838027773354,538,11.422098456600747,-0.9565101402213859,-0.972374086263288,-0.2804990730894878,-0.3140996779368638,2.2061944828792837,-0.21498968903903842
Franklin,Franklin County,37069,0.05046692668279956,2.4,0.1722398106922251,0.11386662225774954,263,11.27854303411297,0.3758631910750258,0.271360210119987,-1.3994256390774389,-1.162697407469561,-0.7088272957773397,-0.24746718673834978
Stanly,Stanly County,37167,0.03503636121701601,1.5999999999999996,0.1438135802266491,0.1255701650809696,448,11.912164152240077,-0.2571667423375216,-0.6331738236133042,-1.0000920810328215,-1.4103173323773064,1.2521873553189342,-0.10411886837050593
Granville,Granville County,37077,0.04926237301171871,1.9,0.10381329892524473,0.08907592463992203,397,9.596765974793627,0.3264470804414268,-0.2939735609633198,-0.4381654944521928,-0.6381835251981327,0.7115833163680695,-0.6279467926511745
Lenoir,Lenoir County,37107,0.02355684881680859,2.0999999999999996,0.03634125853962121,0.03150810957401157,351,17.002463871948557,-0.7281070320129531,-0.06784005252999738,0.5096861733357684,0.5798184301962317,0.22397967339277977,1.0474934815545771
Haywood,Haywood County,37087,0.07864739221804751,2.8,0.07183376523232776,0.06756260123101007,160,11.930567736170635,1.531950326110342,0.7236272269866323,0.011085101389744785,-0.18301130875938984,-1.8006354528741841,-0.09995530321632529
Duplin,Duplin County,37061,0.02813050233039876,1.1999999999999997,0.021214080839172585,0.036921198706435225,547,10.108022078493786,-0.5404755686307375,-1.0854408404799496,0.7221937621139817,0.4652899711871938,2.3015951956353184,-0.512281925076461
Columbus,Columbus County,37047,0.030885169646114558,2.7,0.06144794862661383,0.068314433629996,451,12.96786456575418,-0.4274669513309991,0.6105604727699714,0.15698573719093198,-0.19891834520058962,1.2839875929042792,0.13471925530946552
Lee,Lee County,37105,0.012938339648639339,2.5999999999999996,0.08842428924211967,0.09392636548272862,385,16.98128898128898,-1.163725167108003,0.4974937185533094,-0.2219796727342067,-0.7408076464071642,0.5843823660266896,1.0427029452532535
Edgecombe,Edgecombe County,37065,-0.002765223596574691,4.4,0.17822178988633108,0.1244657306969822,467,24.431860796519913,-1.8079546749313427,2.5326952944532146,-1.4834608768351867,-1.3869500526262633,1.453588860026119,2.728295344302611
Halifax,Halifax County,37083,0.014392715523571744,3.0999999999999996,-0.051456733361641,-6.45737891454389e-4,372,19.560469296634903,-1.1040602465121376,1.062827489636616,1.7430781469061591,1.2601195505627194,0.44658133649019466,1.626208056423041
Pender,Pender County,37141,0.06403591786429562,1.7999999999999998,0.0743080791976386,0.0787962154124648,285,9.928837682141646,0.9325231270407439,-0.40704031517998124,-0.023674224180475222,-0.42068862938537327,-0.47562555348480984,-0.5528200024226831
Watauga,Watauga County,37189,0.06811020304996208,1.0999999999999996,-0.0058561264279497855,0.03948737237378091,308,5.358759724301052,1.0996682965100861,-1.198507594696611,1.1024778169441196,0.4109956655733711,-0.23182373199716497,-1.5867391243149869
Beaufort,Beaufort County,37013,0.024851601036702618,1.5,0.05011217779727441,0.05534735919978753,345,13.335308934656986,-0.6749905786099512,-0.7462405778299651,0.3162313925000441,0.07543498910010274,0.16037919822208982,0.21784863794690548
Stokes,Stokes County,37169,0.02121656050955414,2.1000000000000005,0.13413914534502808,0.06256883834283938,228,10.45637730094761,-0.8241159925784317,-0.06784005252999638,-0.8641849825511163,-0.07735482421843863,-1.0798300676063646,-0.4334712069599061
Hoke,Hoke County,37093,0.012671432105864968,3,0.25886834553260907,0.13127878045714217,340,13.204605646236782,-1.1746748931180073,0.9497607354199552,-2.616389002823307,-1.5310984438857382,0.10737880224651485,0.18827876398884572
Richmond,Richmond County,37153,0.01906580451040808,3.0999999999999996,0.06221630421506624,0.05542672423403319,392,20.204031954679238,-0.9123495009320371,1.062827489636616,0.1461918272720021,0.07375580834970465,0.6585829203924946,1.7718055154655734
Vance,Vance County,37181,0.024869328623594835,3.6999999999999993,0.17774439917217016,0.12347086794390276,355,22.143788498718582,-0.6742633147144815,1.741228014936584,-1.4767544606364509,-1.3659010554181457,0.26637999017323977,2.210649535458101
McDowell,McDowell County,37111,0.05159931931585475,1.5,0.09748004444254602,0.090550844968183,371,10.90691436298743,0.42231893728143255,-0.7462405778299651,-0.34919551830144,-0.6693894315160285,0.43598125729507964,-0.3315432118881866
Davie,Davie County,37059,0.027852720149678007,2.1999999999999997,0.09131934080703319,-0.0027602313097423014,262,12.169274368317021,-0.551871420309328,0.04522670168666408,-0.2626495478180513,1.3048573457212556,-0.7194273749724547,-0.045951114715506565
Pasquotank,Pasquotank County,37139,0.03287676668805101,1.9000000000000004,0.0844542311031453,0.07432088932564239,256,10.663897261835407,-0.3457628462133169,-0.2939735609633193,-0.16620803448619803,-0.3260010697040443,-0.7830278501431447,-0.38652258645155535
Jackson,Jackson County,37099,0.031543589131796355,1.5999999999999996,0.12197281587347379,0.09946892021407203,303,6.2712987504733055,-0.4004556765917226,-0.6331738236133042,-0.6932715847264421,-0.8580752983569107,-0.2848241279727399,-1.3802893531434064
Person,Person County,37145,0.03824870338631806,2.1999999999999997,0.045795145989909955,0.05013579749223733,226,12.644701691896705,-0.12538228155150621,0.04522670168666408,0.3768773396970989,0.18569959343130668,-1.1010302259965945,0.06160796971450577
Yadkin,Yadkin County,37197,0.048645163023765065,2.1999999999999997,0.11569013297250821,0.07350317976485075,364,11.389884508164078,0.3011264012710984,0.04522670168666408,-0.605012041487077,-0.3087002247293206,0.3617807029292747,-0.222277664777654
Alexander,Alexander County,37003,0.03418714927629263,2.3000000000000003,0.20396567670499768,0.12086006371053376,388,14.278401896602817,-0.29200516608040455,0.15829345590332605,-1.8451126946393646,-1.3106624701469396,0.6161826036120346,0.4312108291552545
Scotland,Scotland County,37165,0.01610927355139042,4.2,0.08827593657238553,0.046144610900617944,535,22.375361579036923,-1.0336394562657671,2.3065617860198917,-0.21989560465764282,0.270143880006547,2.174394245293939,2.263039853099371
Bladen,Bladen County,37017,-0.001294246557939369,1.5999999999999996,0.08233559414613141,0.11292470528366572,386,14.713718988690864,-1.7476087012932717,-0.6331738236133042,-0.13644528295733344,-1.142768620612882,0.5949824452218045,0.5296955092303955
Macon,Macon County,37113,0.045276443766362105,1.9000000000000004,0.027900752088012414,0.04857840507687319,252,8.427782621331009,0.16292666180412513,-0.2939735609633193,0.6282589639525629,0.21865041855916792,-0.8254281669236047,-0.8924136690302116
Dare,Dare County,37055,0.04671010243352846,2.6,-0.02928693954216567,-0.006887328898004646,159,7.190621415181444,0.2217416710547634,0.4974937185533099,1.4316354229836976,1.3921771949608281,-1.811235532069299,-1.1723048743228626
Transylvania,Transylvania County,37175,0.03659902761077544,1.4,0.07523672475019555,0.0795685191582423,146,7.191239220600961,-0.19305926647209795,-0.8593073320466266,-0.03671989807360576,-0.4370287922252934,-1.949036561605794,-1.1721651040951466
Montgomery,Montgomery County,37123,0.030795340584741187,1.9000000000000004,0.05662355223254042,0.039934508417020016,494,13.31479991221011,-0.43115213609404557,-0.2939735609633193,0.2247591755226866,0.4015353000137438,1.739790998294224,0.21320874543855928
Cherokee,Cherokee County,37039,0.043716596715954376,1.9000000000000004,0.10507201386092858,0.09556164617470889,313,9.21642330490097,0.09893484785259263,-0.2939735609633193,-0.4558480047814903,-0.7754064075060559,-0.17882333602159,-0.7139942436796471
Ashe,Ashe County,37009,0.024751102946358516,1.7000000000000002,0.11281448233582965,0.09356604765134409,261,8.623908011647876,-0.6791134540534781,-0.5201070693966422,-0.5646147119210356,-0.7331841536154482,-0.7300274541675696,-0.8480429179822327
Anson,Anson County,37007,0.03495296452921377,3.3000000000000003,0.06820833257716179,0.04921097677752869,354,21.101715008298427,-0.26058804273272373,1.2889609980699397,0.062015418140388134,0.20526666294080018,0.25577991097812475,1.9748943211922279
Hertford,Hertford County,37091,0.019049505307033733,1.5999999999999996,0.07318870426687556,0.08881175419896695,397,13.041858154266551,-0.9130181662281741,-0.6331738236133042,-0.007949171418770771,-0.6325942890377487,0.7115833163680695,0.1514593168064733
Martin,Martin County,37117,0.015349240913036195,1.9000000000000004,0.06112117942871324,0.04806435777502655,349,15.70226424915416,-1.0648193512291502,-0.2939735609633193,0.16157621240765305,0.2295264717513476,0.2027795150025498,0.7533406761351522
Caswell,Caswell County,37033,0.03110995535907771,2.2,0.0929131608011951,0.06716930444937956,349,10.331486854831619,-0.4182452487806493,0.04522670168666458,-0.2850396360825535,-0.1746900575788853,0.2027795150025498,-0.4617260029551143
Currituck,Currituck County,37053,0.02408752600104004,1.3999999999999995,0.10139732734172191,0.09427319901285096,110,5.814855016281594,-0.7063363105612662,-0.8593073320466271,-0.40422576650440195,-0.7481458425398761,-2.330639412629934,-1.4835536539282728
Northampton,Northampton County,37131,0.04474497262724267,1.9000000000000004,0.08463045410120049,0.06950329313928169,390,14.2177746953334,0.1411233688170017,-0.2939735609633193,-0.1686836267708622,-0.2240718655372792,0.6373827620022645,0.4174947343145261
Greene,Greene County,37079,0.014317314243581009,1.8000000000000003,0.16599509331414686,0.07842144790897815,543,8.758568164508759,-1.1071535399729378,-0.40704031517998074,-1.311699438004422,-0.41275941491818546,2.2591948788548586,-0.8175778562733961
Bertie,Bertie County,37015,-0.01244296177000652,1.5,0.13001333460499018,0.07415787278595387,449,12.675626145387906,-2.204978229583073,-0.7462405778299651,-0.8062253215037877,-0.32255201637667885,1.2627874345140493,0.06860421443802674
Warren,Warren County,37185,0.03966794656860094,3.2,0.1485256867892826,0.09174365903748215,299,10.532621175061148,-0.0671586591464202,1.1758942438532782,-1.0662880644158648,-0.6946266212055257,-0.3272244447531999,-0.4162220483896691
Madison,Madison County,37115,0.004782443833538724,2.1000000000000005,0.17032382727988205,0.11284468587384047,210,9.857509927587012,-1.4983160280975971,-0.06784005252999638,-1.3725097778931017,-1.1410755947871656,-1.2706314931184344,-0.5689569545788611
Polk,Polk County,37149,0.03207103936131693,1.5999999999999996,0.08985413660332855,0.08360233717766392,219,6.989930589500441,-0.3788173390718028,-0.6331738236133042,-0.24206626264994355,-0.5223750613122016,-1.1752307803623994,-1.2177084941678924
Yancey,Yancey County,37199,0.048274442018109015,2,0.09866115546175941,0.07551010836487097,275,6.962132789947359,0.28591778859611466,-0.18090680674665832,-0.36578784370031286,-0.35116219686362543,-0.5816263454359598,-1.2239973751825264
Avery,Avery County,37011,0.037056548721748794,1.3999999999999995,0.11077511987553683,0.09676218062791156,492,9.028055539683447,-0.17428973018669597,-0.8593073320466271,-0.535965613743999,-0.8008069426808754,1.718590839903994,-0.7566099356225787
Mitchell,Mitchell County,37121,0.029135992260441446,2.3000000000000007,0.04646227205623299,0.07686468669843183,315,8.111702127659575,-0.4992259316765167,0.15829345590332655,0.36750550877313226,-0.37982194462585994,-0.15762317763136002,-0.9639226606664224
Chowan,Chowan County,37041,0.03137786054911256,0.8999999999999995,0.07274010064984086,0.0700250433864081,420,9.36290038718761,-0.40725459487462756,-1.424641103129934,-0.0016471582566988808,-0.2351108952537947,0.9553851378557143,-0.6808557594585356
Swain,Swain County,37173,0.03448313131258545,1.7999999999999998,0.11860227496288962,0.11005401225783279,255,8.979935456713905,-0.2798626759596615,-0.40704031517998124,-0.645922003993658,-1.0820313889705442,-0.7936279293382597,-0.7674964619331193
Perquimans,Perquimans County,37143,0.02296283606015737,0.7000000000000002,0.2823550607871093,0.12194524041691188,231,7.87577085964782,-0.7524760583213504,-1.6507746115632558,-2.9463319258119296,-1.3336223019349565,-1.0480298300210196,-1.0172989600862494
Washington,Washington County,37187,0.028672367006297682,2.3,0.02998848632127985,0.05245507940444639,257,17.11089174070418,-0.5182458868693317,0.15829345590332555,0.5989303359224819,0.1366289469086422,-0.7724277709480296,1.0720238392173245
Pamlico,Pamlico County,37137,0.025547600081073565,1.6,0.02128292872886788,0.05227923892824901,293,8.16198398995448,-0.6464376244301242,-0.6331738236133037,0.721226582424463,0.14034932510261514,-0.3908249199238899,-0.9525470606458873
Gates,Gates County,37073,0.019094591669501223,1.2999999999999998,0.26154379002461137,0.10751281758142117,170,4.583585574677851,-0.9111685245482307,-0.972374086263288,-2.6539738232811576,-1.0282655810905097,-1.694634660923034,-1.7621119261546156
Alleghany,Alleghany County,37005,0.013215968261839822,1.0999999999999996,0.11455282328732432,0.08754046072275518,336,10.662535313952429,-1.1523356154472144,-1.198507594696611,-0.5890350401138882,-0.6056966564259637,0.06497848546605486,-0.38683070897642746
Clay,Clay County,37043,0.04073100939291755,2,0.20463442288436282,0.1320812837234693,244,7.028576713215574,-0.023547127839759346,-0.18090680674665832,-1.8545072850180648,-1.548077558803991,-0.9102288004845246,-1.208965324649845
Jones,Jones County,37103,0.04354045491086206,1.3000000000000003,-0.07501608960512811,-0.017118253929822563,262,12.583806085611139,0.09170873320397477,-0.9723740862632876,2.0740415352930035,1.60863992991056,-0.7194273749724547,0.04783115182240537
Camden,Camden County,37029,-0.01846098041742434,1.1,0.21082305162330162,0.1346881226767145,155,4.881784244280655,-2.4518639287557913,-1.1985075946966104,-1.9414455491938367,-1.603232247909624,-1.853635848849759,-1.6946484584699495
Graham,Graham County,37075,-4.2452830188679245e-4,2.5,0.07648002517731282,0.061409325611394665,317,10.2839780296833,-1.7119290179441766,0.38442696433664847,-0.05418586437119075,-0.052822213894642735,-0.13642301924113,-0.4724742403446344
Hyde,Hyde County,37095,0.03642536140136073,-2.799999999999999,-0.05658291887582176,-0.02785808678550152,368,8.71500092712776,-0.2001838212543307,-5.608111009146402,1.8150911386763329,1.8358699785731467,0.4041810197097347,-0.8274343620555252
Tyrrell,Tyrrell County,37177,0.015577007459412023,1.5999999999999996,0.0645514402931696,0.07136033280542334,343,8.254430687059967,-1.0554753617295034,-0.6331738236133042,0.11338768182905928,-0.26336253415160404,0.13917903983185984,-0.9316322297010095
Burke,Burke County,37023,0,2.3000000000000003,0.0558710645970681,0.0709873814668118,392,12.060816836097734,-1.6945129923765425,0.15829345590332605,0.23533017139291418,-0.25547174553689433,0.6585829203924946,-0.07048818334086474
